exposure,lag,income,controls,estimator,coef_per_within_sd,ci_low,ci_high,p,n_obs,sd_within,spec_id,excludes_zero
feat_gd_stock_anaemia,2,current,context,ldv,-0.024023336135622873,-0.07177562746074281,0.023728955189497074,0.32412166142832066,986,2.353153781214347,170,False
feat_gd_any_fortification,3,current,context,ldv,-0.02397188190443451,-0.056429791112185594,0.008486027303316573,0.14774657578428457,941,0.2401029836462382,171,False
feat_gd_stock_anaemia,3,current,context,ldv,-0.023616211660559695,-0.07435850499037915,0.027126081669259745,0.3616654735142406,941,2.379305408081109,172,False
feat_gd_stock_anaemia_policies,3,current,none,fd,-0.022851516276079547,-0.0729855701356041,0.027282537583444993,0.3716602459510696,955,1.6358471221748938,173,False
feat_gd_stock_anaemia,3,constant,context,ldv,-0.02262483215624184,-0.073081211389957,0.02783154707747332,0.3794797391850997,931,2.3869105731968383,174,False
feat_gd_stock_anaemia,2,constant,context,ldv,-0.022420804795884458,-0.06959649221184179,0.024754882620072867,0.35159698941722817,975,2.359729184019906,175,False
feat_gd_stock_anaemia_policies,2,current,context,fd,-0.02158990948187269,-0.06149982637910916,0.01832000741536379,0.2890199893055878,940,1.6963879675705316,176,False
feat_gd_stock_anaemia_policies,3,constant,none,fd,-0.0210705604008803,-0.07169853520918876,0.029557414407428147,0.41466834383036644,945,1.6386648399313137,177,False
feat_gd_logstock_anaemia,2,current,none,fd,-0.020142948179744654,-0.04338393464056138,0.003098038281072068,0.08937581045495185,1003,0.6161791053835167,178,False
feat_gd_stock_anaemia,2,current,context,fe_trend,-0.020041506978920237,-0.17590922359879343,0.13582620964095296,0.8010313080423046,986,2.353153781214347,179,False
feat_gd_logstock_anaemia,2,constant,none,fd,-0.018722046051293597,-0.04324009070047554,0.005795998597888346,0.13448855278682462,992,0.6137274573101056,180,False
feat_gd_stock_anaemia_policies,2,constant,context,fd,-0.018572300122353117,-0.059090137487344395,0.021945537242638168,0.3689747795377043,929,1.6983885920259267,181,False
feat_gd_any_fortification,5,constant,none,ldv,-0.018250392480249088,-0.05930147663176853,0.02280069167127036,0.3835597561616857,900,0.2493478409056303,182,False
feat_gd_any_fortification,5,current,none,ldv,-0.01800946681526091,-0.05867876339303114,0.02265982976250932,0.3854352962774752,908,0.24824574560665272,183,False
feat_gifna_anemia_programming_intensity,3,current,none,fd,-0.017730848384666202,-0.07808179713255244,0.04262010036322004,0.5647307945790798,955,3.2858568663153833,184,False
feat_gd_any_fortification,2,current,none,ldv,-0.015550298691093289,-0.05390182025901701,0.022801222876830434,0.42678695227891184,1052,0.24055553729936685,185,False
feat_gd_any_fortification,3,current,none,ldv,-0.015514978666972407,-0.054407944690346814,0.023377987356402,0.43429768615742614,1004,0.2432197889484426,186,False
feat_gd_any_fortification,3,constant,none,ldv,-0.015210860208593868,-0.0546648644734509,0.024243144056263162,0.4498694079397312,994,0.2444413927607125,187,False
feat_gd_any_fortification,2,constant,none,ldv,-0.015126504034552186,-0.054028006457238716,0.023774998388134343,0.44599160729435827,1041,0.2418243597717587,188,False
feat_gd_stock_anaemia,2,current,none,fd,-0.014211065664963407,-0.0369682434452712,0.008546112115344385,0.22097889584378605,1003,2.3191142785498244,189,False
feat_gifna_anemia_programming_intensity,3,constant,none,fd,-0.014201002491756907,-0.07556220755432727,0.047160202570813464,0.650116626661521,945,3.284690992354416,190,False
feat_gd_logstock_anaemia,3,current,none,fd,-0.013863320364298493,-0.03417332596467621,0.006446685236079226,0.18094746403711548,955,0.6214404683006527,191,False
feat_gd_any_anaemia_policies,3,current,context,fd,-0.012801201957198687,-0.04464385376523505,0.01904144985083768,0.43073555501793115,895,0.34246442033389524,192,False
feat_gd_stock_anaemia,2,constant,none,fd,-0.01275476234240396,-0.03605096117755692,0.010541436492748999,0.2832315689613948,992,2.3242758917622797,193,False
feat_gd_logstock_anaemia,2,current,context,fd,-0.01231040148309179,-0.03365339690541485,0.00903259393923127,0.2582717702250745,940,0.6150042279441386,194,False
feat_gd_stock_anaemia,2,constant,context,fe_trend,-0.012102783070765764,-0.16762119370645656,0.14341562756492504,0.8787699664252067,975,2.359729184019906,195,False
feat_gd_any_anaemia_policies,3,constant,context,fd,-0.01106070983072136,-0.04328782680536183,0.021166407143919104,0.5011497910187184,885,0.33909981979176196,196,False
feat_gd_logstock_anaemia,3,constant,none,fd,-0.01084137113617439,-0.03203018224478552,0.010347439972436742,0.31594467871803755,945,0.6202018112588985,197,False
feat_gd_stock_anaemia,2,constant,context,fe,-0.01069722700324309,-0.34066700814102013,0.319272554134534,0.9493367500634086,975,2.359729184019906,198,False
feat_gd_logstock_anaemia_policies,5,current,none,fd,-0.010383089777579768,-0.05689221748082917,0.036126037925669624,0.661706081946777,859,0.5345817148714199,199,False
feat_gd_logstock_anaemia,3,current,context,fd,-0.010210714623130382,-0.034639808115233574,0.014218378868972809,0.4126648535966938,895,0.6199982157669947,200,False
feat_gd_any_anaemia_policies,2,current,none,fd,-0.010142998275389614,-0.04016718555769204,0.01988118900691281,0.507887992224602,1003,0.3437217814669921,201,False
feat_gd_logstock_anaemia,2,constant,context,fd,-0.009997675137573067,-0.032148091988371666,0.012152741713225532,0.3763523252218297,929,0.6123667643652221,202,False
feat_gifna_anemia_programming_intensity,5,current,none,fd,-0.009952073244806,-0.06912195966282374,0.04921781317321174,0.7416599413538973,859,3.1828808304318246,203,False
feat_gd_stock_anaemia,3,current,none,fd,-0.00965956682809304,-0.02940459403353946,0.010085460377353379,0.33763728273060134,955,2.349439024885767,204,False
feat_gd_any_anaemia_policies,2,constant,none,fd,-0.0094721233245714,-0.039374217916184465,0.020429971267041668,0.5346916067284744,992,0.3393739342425767,205,False
feat_gd_any_anaemia_policies,2,current,context,fd,-0.009461453921099811,-0.04011056194441113,0.02118765410221151,0.545148677345363,940,0.3416726500721011,206,False
feat_gd_stock_anaemia,2,current,context,fd,-0.00926165301717601,-0.02952223011280518,0.010998924078453157,0.3702783529352044,940,2.343601756303682,207,False
feat_gd_any_anaemia_policies,3,current,none,fd,-0.008751234618699559,-0.04099834571455669,0.023495876477157573,0.594798129453197,955,0.3447722792341372,208,False
feat_gd_any_anaemia_policies,2,constant,context,fd,-0.007965775411952918,-0.03892260587528784,0.022991055051382006,0.614025536328299,929,0.3369746717372785,209,False
feat_gd_any_anaemia_policies,3,constant,none,fd,-0.007871811421009622,-0.039887309218372746,0.024143686376353498,0.629872581687199,945,0.34166838913717673,210,False
feat_gd_logstock_anaemia_policies,5,constant,none,fd,-0.007778432217271855,-0.05485332590271738,0.039296461468173664,0.7460476966479354,851,0.5351612262788052,211,False
feat_gd_stock_anaemia,2,constant,context,fd,-0.007700369554460954,-0.027758864874100786,0.01235812576517888,0.45179750548108566,929,2.3493439674036023,212,False
feat_gd_stock_anaemia_policies,5,current,context,fe_trend,-0.007526615203862993,-0.13915023583565464,0.12409700542792865,0.9107628707299398,851,1.6023202989905843,213,False
feat_gifna_anemia_programming_intensity,5,constant,none,fd,-0.007291131210368978,-0.06662385382602468,0.05204159140528671,0.8096704829481992,851,3.187793303178682,214,False
feat_gd_stock_anaemia,3,constant,none,fd,-0.007023540126641828,-0.026955117666833388,0.01290803741354973,0.48978105023269125,945,2.3559112454865887,215,False
feat_gd_logstock_anaemia,3,constant,context,fd,-0.006159040960708898,-0.031348280451215654,0.019030198529797857,0.6317733418975424,885,0.6186559442892728,216,False
feat_gd_stock_anaemia_policies,5,current,none,fd,-0.006024898848891165,-0.06750892188588274,0.055459124188100416,0.8476956746219719,859,1.5537090828118094,217,False
feat_gifna_anemia_programming_intensity,2,current,context,fd,-0.005663530345481388,-0.05522786252715135,0.04390080183618858,0.8227901915668866,940,3.40599837397328,218,False
feat_gd_stock_anaemia_policies,5,constant,context,fe,-0.00468320075243939,-0.5303076773397049,0.5209412758348261,0.9860673645446565,843,1.607879878961016,219,False
feat_gd_any_fortification,5,current,none,fd,-0.004339717672647417,-0.03555161623270612,0.026872180887411286,0.7852265566658854,859,0.23978752573488368,220,False
feat_gd_stock_anaemia_policies,3,current,context,fd,-0.00429839179246794,-0.050508926286256764,0.041912142701320876,0.8553385927171488,895,1.676192019668658,221,False
feat_gd_stock_anaemia_policies,5,constant,none,fd,-0.004023113141210651,-0.06590696753030952,0.0578607412478882,0.8986090600833226,851,1.558589944269847,222,False
feat_gd_logstock_anaemia_policies,5,current,context,fd,-0.003976900686252392,-0.053460210342492924,0.04550640896998813,0.8748355059338414,805,0.5437322942514036,223,False
feat_gd_stock_anaemia,3,current,context,fd,-0.003540502578562588,-0.023178673205101002,0.016097668047975827,0.7238218685011829,895,2.3738060698529466,224,False
feat_gd_any_fortification,2,current,context,fd,-0.0029811570159380264,-0.03214627295374423,0.026183958921868183,0.8412141165272075,940,0.22721209468332423,225,False
feat_gd_any_fortification,5,constant,none,fd,-0.002701735035569064,-0.03365657114234693,0.0282531010712088,0.8641722921999591,851,0.24091329495541444,226,False
feat_gd_logstock_anaemia,5,current,none,fd,-0.0025648541464557686,-0.02862373561678543,0.02349402732387389,0.8470293652662109,859,0.6268245525668159,227,False
feat_gd_any_fortification,2,current,none,fd,-0.002536521399802501,-0.03446920997368058,0.02939616717407558,0.876280087749651,1003,0.23091541216087025,228,False
feat_gd_logstock_anaemia,5,current,context,fd,-0.0018225626003141638,-0.033707463672997665,0.03006233847236934,0.9107973421584137,805,0.6246589288935415,229,False
feat_gd_any_fortification,5,current,context,fd,-0.0017072128508720972,-0.033520384938176745,0.030105959236432552,0.916233821877559,805,0.2362878569760609,230,False
feat_gd_any_fortification,2,constant,context,fd,-0.0016891156448532614,-0.030668961345276417,0.02729073005556989,0.9090489593852669,929,0.22855475103360426,231,False
feat_gd_stock_anaemia,5,current,none,fd,-0.0015709674206230554,-0.02439353525604153,0.02125160041479542,0.8926814068571758,859,2.4052223462903664,232,False
feat_gd_any_fortification,2,constant,none,fd,-0.0014551409823995896,-0.033244741802558916,0.03033445983775974,0.9285131987639643,992,0.23219344432793804,233,False
feat_gd_logstock_anaemia,5,current,none,fe_trend,-0.0013658634943822785,-0.1270548593959382,0.12432313240717362,0.9830071838561013,908,0.6292924082873151,234,False
feat_gd_any_anaemia_policies,5,current,context,ldv,-0.0013396687258188783,-0.035561887384938054,0.032882549933300295,0.9388422526373335,851,0.3490810581216329,235,False
feat_gd_stock_anaemia_policies,3,constant,context,fd,-0.001141909255196047,-0.04663298724919928,0.044349168738807176,0.9607609627689215,885,1.6795785670506538,236,False
feat_gd_logstock_anaemia_policies,5,constant,context,fd,-0.0008721797346518636,-0.050637333152203146,0.04889297368289942,0.9725979283838917,797,0.5444317765348676,237,False
feat_gifna_anemia_programming_intensity,2,constant,context,fd,-0.0007775323464979869,-0.051115664205900954,0.049560599512904986,0.9758485511980136,929,3.4020201506807184,238,False
feat_gd_logstock_anaemia,5,constant,none,fd,-0.0004467312851229984,-0.0269976672592279,0.02610420468898191,0.9736927183413413,851,0.6275432097880561,239,False
feat_gd_stock_anaemia,5,constant,none,fd,-0.00042935979920369745,-0.023440280701626324,0.02258156110321893,0.9708271583718615,851,2.413743329922446,240,False
feat_gd_stock_anaemia,3,constant,context,fd,-0.0003119153113564271,-0.01990816703689117,0.019284336414178316,0.9751124929850835,885,2.380919629164955,241,False
feat_gd_any_fortification,5,constant,context,fd,0.0004395309690673515,-0.030514436513188678,0.03139349845132339,0.9777973275947168,797,0.2374722646828025,242,False
feat_gd_any_anaemia_policies,3,current,context,ldv,0.00046889783205999883,-0.02949631765035148,0.030434113314471475,0.9755329904459372,941,0.35100088471962787,243,False
feat_gd_logstock_anaemia,5,constant,context,fd,0.000537617736534438,-0.03165078486800296,0.03272602034107184,0.9738853172475882,797,0.6254071902636587,244,False
feat_gd_any_anaemia_policies,5,constant,context,ldv,0.0005697011569533463,-0.033395838569634934,0.034535240883541624,0.9737748177898145,843,0.348394616368746,245,False
feat_gd_any_anaemia_policies,2,current,context,ldv,0.0008378650881048219,-0.02707455349197514,0.028750283668184783,0.9530847221542043,986,0.35062078245194955,246,False
feat_gd_logstock_anaemia_policies,5,constant,context,fe,0.0008685761342191604,-0.449992454473431,0.4517296067418693,0.9969873247942183,843,0.551552116335201,247,False
feat_gd_any_fortification,3,current,none,fd,0.001125406631387468,-0.028447976765693016,0.030698790028467954,0.9405442186349798,955,0.23391661149237664,248,False
feat_gd_stock_anaemia_policies,5,current,none,fe_trend,0.001127639016269582,-0.1353827571591401,0.13763803519167928,0.9870826464415865,908,1.5647127168847261,249,False
feat_gd_logstock_anaemia,5,current,context,fe_trend,0.0011647353146124757,-0.1441978428582166,0.14652731348744155,0.9874701772476526,851,0.6277141703143764,250,False
feat_gd_logstock_anaemia,3,current,context,fe,0.001594623346189866,-0.35715801368388184,0.3603472603762616,0.9930490258243151,941,0.6254075610938832,251,False
feat_gd_any_anaemia_policies,5,current,context,fd,0.0022201814647000756,-0.032467351491138795,0.03690771442053895,0.9001690249174884,805,0.34142338545725354,252,False
feat_gd_stock_anaemia,5,current,context,fd,0.0024741886936565432,-0.02251996500975316,0.02746834239706625,0.8461616305613431,805,2.428909060893751,253,False
feat_gd_any_fortification,3,constant,none,fd,0.002752398892526173,-0.026552625182958513,0.032057422968010854,0.8539471124609781,945,0.2351523127028342,254,False
feat_gd_any_fortification,3,current,context,fd,0.0028232475160909717,-0.025398095655606804,0.031044590687788746,0.8445524733876901,895,0.23026101326144624,255,False
feat_gd_any_anaemia_policies,3,constant,context,ldv,0.002988307862387599,-0.026810437540130613,0.03278705326490581,0.8441788511344135,931,0.34863630036811527,256,False
feat_gd_any_anaemia_policies,2,constant,context,ldv,0.0036187747187531407,-0.024143604360286813,0.0313811537977931,0.798354182811077,975,0.3471933387692218,257,False
feat_gd_stock_anaemia,5,constant,context,fd,0.003865783665739569,-0.021013854487128877,0.02874542181860802,0.7607180005099218,797,2.4381546279819393,258,False
feat_gd_any_anaemia_policies,5,constant,context,fd,0.0038840397327486423,-0.030609953093867028,0.03837803255936431,0.8253315899170011,797,0.34019323178532007,259,False
feat_gd_any_fortification,3,constant,context,fd,0.004571256188572128,-0.023293808049550627,0.03243632042669488,0.747807601664678,885,0.23155973203962396,260,False
feat_gd_stock_anaemia_policies,5,constant,context,fe_trend,0.004946528096853929,-0.12722062261426545,0.1371136788079733,0.9415242545673803,843,1.607879878961016,261,False
feat_gd_any_anaemia_policies,5,current,none,ldv,0.006367790419179908,-0.028468406133007933,0.04120398697136775,0.7201439356022139,908,0.3520628336591044,262,False
feat_gifna_anemia_programming_intensity,3,current,context,fd,0.006612696601276071,-0.0421678830161915,0.05539327621874364,0.7904758342554533,895,3.387815382348477,263,False
feat_gd_any_anaemia_policies,5,current,none,fd,0.0074668888786649,-0.027390703177216195,0.042324480934545994,0.6745976923869577,859,0.344415619015919,264,False
feat_gd_logstock_anaemia,5,constant,none,fe_trend,0.007475693447107633,-0.11963093331209583,0.13458232020631108,0.9082279420738621,900,0.6302822615943366,265,False
feat_gd_logstock_anaemia,5,current,none,fe,0.007638455306328509,-0.4791066156507104,0.4943835262633674,0.9754628758363949,908,0.6292924082873151,266,False
feat_gd_any_anaemia_policies,5,constant,none,ldv,0.007717748238313274,-0.02733186971545768,0.042767366192084225,0.6660509596997644,900,0.35145187852025167,267,False
feat_gd_stock_anaemia,3,current,context,fe_trend,0.007972315203282591,-0.12251666656857149,0.13846129697513668,0.904684863286995,941,2.379305408081109,268,False
feat_gd_any_anaemia_policies,3,current,none,ldv,0.008364169465247276,-0.02407008352571811,0.040798422456212666,0.6132519502435958,1004,0.3533603043975419,269,False
feat_gd_any_anaemia_policies,2,current,none,ldv,0.008688247923624076,-0.022785433069522985,0.04016192891677114,0.5884771074510259,1052,0.3527420483664427,270,False
feat_gd_any_anaemia_policies,5,constant,none,fd,0.008910821060553112,-0.02568071372828437,0.04350235584939059,0.6136367407716066,851,0.3433019212738647,271,False
feat_gd_stock_anaemia_policies,5,constant,none,fe_trend,0.009814410093599202,-0.1294704485851085,0.1490992687723069,0.8901576900882263,900,1.5697075449485447,272,False
feat_gd_any_anaemia_policies,3,constant,none,ldv,0.009845354536659435,-0.02299615855599357,0.04268686762931244,0.5568239686725294,994,0.35118492052817,273,False
feat_gd_any_anaemia_policies,2,constant,none,ldv,0.010094357736839438,-0.021762468489403355,0.041951183963082235,0.5345688801640927,1041,0.34957516674214323,274,False
feat_gd_stock_anaemia_policies,5,current,context,fd,0.011029276163779531,-0.05035952309866825,0.0724180754262273,0.7247389850549362,805,1.5909848287342578,275,False
feat_gifna_anemia_programming_intensity,3,constant,context,fd,0.011362285397392398,-0.03699628741318517,0.05972085820796997,0.6451492486628407,885,3.387744080468761,276,False
feat_gd_stock_anaemia_policies,5,current,context,fe,0.012089967011292866,-0.4900287173864701,0.5142086514090558,0.962360338472595,851,1.6023202989905843,277,False
feat_gd_stock_anaemia,2,current,none,fe_trend,0.012766143411972866,-0.14088392241310624,0.16641620923705197,0.8706402900400712,1052,2.327027986709625,278,False
feat_gd_stock_anaemia_policies,5,constant,context,fd,0.0138169019231242,-0.04748231244929453,0.07511611629554292,0.6586500273502847,797,1.5964435627777642,279,False
feat_gd_stock_anaemia,2,current,context,fe,0.013886154056257894,-0.3092794017354615,0.3370517098479773,0.9328830946590831,986,2.353153781214347,280,False
feat_gd_stock_anaemia,2,constant,none,fe_trend,0.014290150898283676,-0.1416394605543904,0.17021976235095776,0.8574503772380379,1041,2.332978452866306,281,False
feat_gd_logstock_anaemia,5,constant,context,fe_trend,0.017833579466775322,-0.1262733464632965,0.16194050539684712,0.8083538113515465,843,0.6287586402682158,282,False
feat_gd_stock_anaemia,3,constant,context,fe_trend,0.020252611560131556,-0.10935379019317859,0.1498590133134417,0.759400038847294,931,2.3869105731968383,283,False
feat_gifna_anemia_programming_intensity,5,constant,context,fe,0.02168919277585879,-0.49857864472956587,0.5419570302812835,0.9348789284344756,843,3.318642988376446,284,False
feat_gifna_anemia_programming_intensity,5,current,context,fd,0.0225894292203276,-0.02495331154796988,0.07013216998862508,0.35172110084178976,805,3.2827105419050837,285,False
feat_gifna_anemia_programming_intensity,5,constant,context,fd,0.026318707301896217,-0.020516839010308364,0.0731542536141008,0.2707314507976025,797,3.288783112443317,286,False
feat_gd_stock_anaemia,3,constant,context,fe,0.02644614144625391,-0.31914844840651163,0.37204073129901943,0.8807776362952596,931,2.3869105731968383,287,False
feat_gifna_anemia_programming_intensity,5,current,context,fe,0.029206218267055446,-0.4812478837180372,0.539660320252148,0.9107111392990843,851,3.311329111778289,288,False
feat_gd_logstock_anaemia_policies,5,current,context,fe,0.029506666449177796,-0.4006269518720157,0.4596402847703713,0.8930457562042483,851,0.5505716489968483,289,False
feat_gd_stock_anaemia,3,current,none,fe_trend,0.03138122667167591,-0.10514860783494995,0.16791106117830176,0.6523532087277281,1004,2.3533874143628317,290,False
feat_gd_stock_anaemia,3,constant,none,fe_trend,0.03797338920603394,-0.10127313166469595,0.17721991007676385,0.592999574570273,994,2.360327350721747,291,False
feat_gd_stock_anaemia,3,current,context,fe,0.041616055539333424,-0.3070117169811282,0.3902438280597951,0.8150137689408073,941,2.379305408081109,292,False
feat_gd_stock_anaemia,5,current,context,fe_trend,0.05617079103339799,-0.04147403077162811,0.1538156128384241,0.2595389698731304,851,2.42466684060423,293,False
feat_gd_stock_anaemia,5,current,none,fe_trend,0.06251388832507465,-0.03699423535161865,0.16202201200176794,0.21820836383635678,908,2.399636329049192,294,False
feat_gd_stock_anaemia,5,constant,context,fe_trend,0.06336569098959964,-0.033053227622932495,0.15978460960213178,0.19772103516473993,843,2.4337684852905865,295,False
feat_gd_stock_anaemia,5,constant,none,fe_trend,0.06607560359150852,-0.033130074668686164,0.1652812818517032,0.19174737856934942,900,2.4080274073370025,296,False
feat_gifna_anemia_programming_intensity,2,current,context,fe_trend,0.07593351638769488,-0.16372373303577814,0.3155907658111679,0.5346001573065302,986,3.454351268435313,297,False
feat_gifna_anemia_programming_intensity,2,constant,context,fe_trend,0.08892894674198842,-0.15546629351334046,0.3333241869973173,0.4757350505754928,975,3.4541599315253966,298,False
feat_gifna_anemia_programming_intensity,3,current,context,fe_trend,0.09838850416797892,-0.08299220295695976,0.2797692112929176,0.2877063687214547,941,3.43009999135482,299,False
feat_gd_logstock_anaemia,5,constant,context,fe,0.09936346679076968,-0.2536579877146225,0.45238492129616187,0.581179377619943,843,0.6287586402682158,300,False
feat_gifna_anemia_programming_intensity,5,current,none,fe_trend,0.11103073844553503,-0.011240722288240308,0.23330219917931042,0.07511204140131383,908,3.2109813360822654,301,False
feat_gd_logstock_anaemia,5,current,context,fe,0.11206948728817355,-0.22915288969819422,0.4532918642745413,0.519756086362807,851,0.6277141703143764,302,False
feat_gifna_anemia_programming_intensity,3,constant,context,fe_trend,0.11526692489748791,-0.06723702909197449,0.2977708788869503,0.215758472667141,931,3.4329069367611673,303,False
feat_gifna_anemia_programming_intensity,5,current,context,fe_trend,0.11749561000025094,-0.002166212535990799,0.23715743253649268,0.05429404790841869,851,3.311329111778289,304,False
feat_gifna_anemia_programming_intensity,5,constant,none,fe_trend,0.12126091850281194,0.0014371153300205928,0.2410847216756033,0.047314848572871916,900,3.2171405308352288,305,True
feat_gd_stock_anaemia,5,current,context,fe,0.12182150417301738,-0.2546280505397571,0.4982710588857919,0.5259131217684454,851,2.42466684060423,306,False
feat_gd_any_anaemia_policies,2,constant,context,fe,0.12261464832064792,-0.2622644113818144,0.5074937080231102,0.5323618377225836,975,0.3471933387692218,307,False
feat_gd_stock_anaemia,5,constant,context,fe,0.125369286328128,-0.24477606540721353,0.49551463806346946,0.5067892702679004,843,2.4337684852905865,308,False
feat_gifna_anemia_programming_intensity,2,current,none,fe_trend,0.13230968957556363,-0.11806226299397973,0.382681642145107,0.30031976508415315,1052,3.351604051626989,309,False
feat_gifna_anemia_programming_intensity,3,current,none,fe_trend,0.1334692279012503,-0.062040465683478124,0.32897892148597874,0.18089158534268635,1004,3.3271699178555627,310,False
feat_gifna_anemia_programming_intensity,2,constant,none,fe_trend,0.13360324037009252,-0.12100097204996071,0.38820745279014574,0.303720033327754,1041,3.3503157141701414,311,False
feat_gifna_anemia_programming_intensity,5,constant,context,fe_trend,0.13528163760903816,0.02269178989930912,0.24787148531876724,0.01852357074830586,843,3.318642988376446,312,True
feat_gd_any_fortification,5,current,context,fe_trend,0.13845576193015177,0.0354245697295127,0.24148695413079083,0.00844237373117215,851,0.24532785922909753,313,True
feat_gd_any_fortification,5,constant,context,fe_trend,0.140334029276577,0.034908456358432274,0.24575960219472173,0.009082153175555689,843,0.24649055701859537,314,True
feat_gifna_anemia_programming_intensity,3,constant,none,fe_trend,0.140394549589768,-0.058920675404097234,0.3397097745836332,0.1674117674740988,994,3.328828211603318,315,False
feat_gd_any_fortification,5,constant,none,fe_trend,0.14101347566847852,0.028121709915511602,0.25390524142144544,0.014357295013400063,900,0.2493478409056303,316,True
feat_gd_any_anaemia_policies,3,constant,context,fe,0.14121137889682508,-0.24968308502337092,0.5321058428170211,0.47891994025393403,931,0.34863630036811527,317,False
feat_gd_any_fortification,5,current,none,fe_trend,0.14209229066216764,0.03248942764337035,0.2516951536809649,0.011055063918448368,908,0.24824574560665272,318,True
feat_gd_any_fortification,3,current,context,fe_trend,0.14429434127960408,-0.010744700906659506,0.2993333834658677,0.06813208566050773,941,0.2401029836462382,319,False
feat_gd_any_fortification,2,current,context,fe_trend,0.14463770795833605,-0.03292367099812264,0.32219908691479476,0.11036720916000234,986,0.23737139184192904,320,False
feat_gd_any_fortification,3,constant,context,fe_trend,0.1528032243653527,-0.00012470327674830625,0.3057311520074537,0.050187110099866185,931,0.24139040833693282,321,False
feat_gd_any_fortification,2,constant,context,fe_trend,0.1539417452581775,-0.02481246463963614,0.3326959551559911,0.09142930368840839,975,0.23870802145547362,322,False
feat_gd_any_fortification,3,current,none,fe_trend,0.15620175368671152,-0.003943945450214515,0.3163474528236376,0.05591526253266458,1004,0.2432197889484426,323,False
feat_gd_any_fortification,2,current,none,fe_trend,0.1612422587160098,-0.020143816224767328,0.34262833365678697,0.0814559041410274,1052,0.24055553729936685,324,False
feat_gd_any_fortification,3,constant,none,fe_trend,0.16305825532626575,0.0060950974495500975,0.3200214132029814,0.04174311499123274,994,0.2444413927607125,325,True
feat_gd_any_fortification,2,constant,none,fe_trend,0.16768911507149073,-0.012849692578313959,0.3482279227212954,0.06868818311429395,1041,0.2418243597717587,326,False
feat_gd_any_anaemia_policies,2,current,context,fe,0.17507478191857442,-0.2272637704011661,0.577413334238315,0.39373445176239197,986,0.35062078245194955,327,False
feat_gd_any_anaemia_policies,3,current,context,fe,0.1883903812277837,-0.21818588713008472,0.5949666495856522,0.36379101967577954,941,0.35100088471962787,328,False
feat_gd_any_anaemia_policies,5,constant,context,fe,0.22353120498546664,-0.15829207268497783,0.6053544826559111,0.2512065148655962,843,0.348394616368746,329,False
feat_gd_any_anaemia_policies,2,constant,none,fe,0.23962967298525048,-0.22027416100504157,0.6995335069755426,0.30714760754956416,1041,0.34957516674214323,330,False
feat_gd_any_anaemia_policies,5,current,context,fe,0.2467691558440197,-0.13979233691950635,0.6333306486075457,0.21086820053142508,851,0.3490810581216329,331,False
feat_gd_any_anaemia_policies,3,constant,none,fe,0.28467942444058336,-0.1758780119318605,0.7452368608130273,0.225707090703268,994,0.35118492052817,332,False
feat_gd_any_anaemia_policies,2,current,none,fe,0.31702567086955563,-0.16129699025615232,0.7953483319952636,0.19393118698943734,1052,0.3527420483664427,333,False
feat_gd_any_anaemia_policies,3,current,none,fe,0.35496535544893726,-0.12215028559614775,0.8320809964940223,0.14479161250065684,1004,0.3533603043975419,334,False
feat_gd_any_anaemia_policies,5,constant,none,fe,0.38992362427935656,-0.053360505169890965,0.833207753728604,0.08470197035997758,900,0.35145187852025167,335,False
feat_gd_any_anaemia_policies,5,current,none,fe,0.4268056574348545,-0.02406761872932699,0.8776789335990359,0.06354753360383654,908,0.3520628336591044,336,False
