exposure,lag,income,controls,estimator,coef_per_within_sd,ci_low,ci_high,p,n_obs,sd_within,spec_id,excludes_zero
feat_gd_logstock_anaemia_policies,3,current,context,fe_trend,-0.13859214898624536,-0.3342877158619221,0.05710341788943135,0.16512121515106715,941,0.5666089521871309,47,False
feat_gd_any_fortification,3,constant,context,fe,-0.1349370013638929,-0.48039332005970853,0.21051931733192275,0.44393104801125416,931,0.24139040833693282,48,False
feat_gd_stock_anaemia,3,current,none,fe,-0.1349230938937734,-0.6386296297852591,0.36878344199771235,0.599585297842536,1004,2.3533874143628317,49,False
feat_gd_any_fortification,3,current,none,fe,-0.12936871655311546,-0.5396711402141422,0.28093370710791127,0.5365895933331158,1004,0.2432197889484426,50,False
feat_gd_logstock_anaemia_policies,3,constant,context,fe_trend,-0.12924484332501376,-0.3278095413712459,0.06931985472121838,0.20205045291524615,931,0.5661120224528162,51,False
feat_gd_stock_anaemia_policies,2,constant,context,fe,-0.1241026140925929,-0.6306872130919984,0.38248198490681257,0.6311206545866944,975,1.719666302918047,52,False
feat_gd_logstock_anaemia_policies,2,current,context,fe,-0.12362232254188038,-0.5584520734201077,0.311207428336347,0.5773779654431281,986,0.5689737190265929,53,False
feat_gifna_anemia_programming_intensity,2,constant,context,fe,-0.1233574091417949,-0.6373143161198843,0.39059949783629455,0.6380543233595255,975,3.4541599315253966,54,False
feat_gd_any_fortification,2,current,context,fe,-0.12246017184305633,-0.4822124415485304,0.23729209786241773,0.5046607027411866,986,0.23737139184192904,55,False
feat_gd_any_fortification,3,constant,none,fe,-0.12045153609808837,-0.5202421874962921,0.27933911530011535,0.5548482888150836,994,0.2444413927607125,56,False
feat_gd_any_fortification,2,current,none,fe,-0.11547675916982657,-0.5277423984952866,0.2967888801556334,0.5830113541816713,1052,0.24055553729936685,57,False
feat_gd_any_anaemia_policies,5,current,context,fe_trend,-0.11460784426683997,-0.2671812016324945,0.037965513098814546,0.14095139526295306,851,0.3490810581216329,58,False
feat_gd_any_anaemia_policies,5,constant,context,fe_trend,-0.10641556984073611,-0.2601379640037325,0.04730682432226029,0.17484447830851446,843,0.348394616368746,59,False
feat_gd_logstock_anaemia_policies,5,current,none,fe,-0.10476629150655076,-0.6380873817960585,0.42855479878295694,0.7002241648551462,908,0.5412888087109649,60,False
feat_gd_any_fortification,2,constant,context,fe,-0.10462680973769918,-0.45754700106494367,0.2482933815895453,0.5612057974852267,975,0.23870802145547362,61,False
feat_gd_any_fortification,2,constant,none,fe,-0.1015251838190733,-0.5043173574305194,0.3012669897923728,0.6212950106443194,1041,0.2418243597717587,62,False
feat_gd_logstock_anaemia,3,current,none,fe,-0.10036093172297655,-0.5790510315810969,0.37832916813514395,0.6811304677907144,1004,0.6262632623078961,63,False
feat_gd_logstock_anaemia,2,current,context,fe_trend,-0.09824885012088075,-0.2707979367267969,0.0743002364850354,0.2644235558030893,986,0.6214808086878163,64,False
feat_gd_stock_anaemia,5,constant,none,fe,-0.09013490430330165,-0.6387066813614002,0.45843687275479694,0.7474236192779361,900,2.4080274073370025,65,False
feat_gd_stock_anaemia_policies,2,current,context,fe,-0.0898540885421183,-0.5681825140124862,0.3884743369282496,0.7127393063610232,986,1.7165552910915076,66,False
feat_gd_logstock_anaemia,2,constant,context,fe_trend,-0.08951891746566794,-0.2647710947732495,0.08573325984191364,0.3167539177226003,975,0.6198526032980027,67,False
