iso3,year,malaria_incidence_per1000,fertility_rate,urban_pct,employment_pop_pct,hiv_prev_pct,health_exp_pc_usd,sanitation_basic_pct,open_defecation_pct
COD,2020,338.92,6.206,43.2528602500115,60.043,0.9,20.5593071,16.1158651582213,12.025383976295
COD,2021,338.04,6.156,43.6290681792218,60.257,0.8,21.58848572,16.1461710925268,11.9361555688791
COD,2022,327.94,6.106,44.003287663813,61.441,0.8,24.3800106,16.1744730669276,11.8461802605472
COD,2023,325.29,6.051,44.3754734892194,61.519,0.8,23.43148804,16.2386817602994,11.7554574399187
COD,2024,321.89,5.981,44.7455804408753,61.564,0.7,,16.3033122368932,11.6641368992514
COD,2025,,,45.1135633042151,61.454,,,,
COG,2000,349.6,4.724,58.8947380255871,54.686,4.5,17.35089302,11.9201113215231,8.2370541480663
COG,2001,349.06,4.67,59.4417859130405,54.57,4.3,20.30390549,11.9684717452745,8.176407424154
COG,2002,327.04,4.697,59.9716066874511,54.725,4.2,16.99031258,12.2942562189499,8.24689438577286
COG,2003,327.91,4.696,60.4694583791889,54.538,4.0,21.51475716,12.623677389001,8.31287579077136
COG,2004,325.79,4.69,60.9205990186239,54.465,3.9,27.50056839,13.081524943127,8.37438211080018
COG,2005,309.02,4.669,61.310286636126,54.473,3.7,30.90304375,13.5511098859657,8.43144508995192
COG,2006,286.84,4.651,61.6237792620651,54.573,3.6,35.94208145,14.0325360521402,8.48409523346518
COG,2007,254.97,4.649,61.8502563370293,54.299,3.5,41.96711731,14.526041670099,8.53220135051199
COG,2008,226.41,4.726,62.0354815675203,54.262,3.5,63.41820908,15.0320398597223,8.5754432933853
COG,2009,214.45,4.808,62.2172294650265,54.314,3.4,48.65313721,15.5506904084731,8.61380546920377
COG,2010,214.44,4.851,62.3922871058739,54.662,3.4,54.56225586,16.0823108780158,8.64709410353976
COG,2011,215.68,4.826,62.5597508130231,54.614,3.4,59.51348114,16.6267539486772,8.67564502645029
COG,2012,215.9,4.785,62.7187169094345,54.641,3.3,71.2766571,17.1843319193312,8.69926891426898
COG,2013,218.19,4.731,62.8682817180686,54.477,3.3,71.85824585,17.7552084772419,8.71795165494727
COG,2014,213.06,4.665,63.0075415618859,54.644,3.3,71.03118896,18.3393600656814,8.73187484920415
COG,2015,210.62,4.607,63.135592763847,54.475,3.2,57.30290604,18.9369281667441,8.74103934153866
COG,2016,215.75,4.546,63.2515316469123,54.314,3.2,54.3000145,19.5480521293593,8.74544623021877
COG,2017,235.9,4.496,63.3544545340423,54.022,3.2,52.29982376,20.1728789551264,8.74509344291793
COG,2018,249.77,4.442,63.4434577481975,53.945,3.2,47.310215,20.2685707874205,8.64698682293602
COG,2019,245.94,4.38,63.5176376123385,54.159,3.2,58.42106628,20.3642632516174,8.54888042748428
COG,2020,240.84,4.329,63.5760904494257,50.469,3.2,80.09735107,20.4597460251332,8.45098920430503
COG,2021,232.02,4.28,63.6179125824196,51.124,3.2,78.60149384,20.5548099594917,8.353527808019
COG,2022,220.52,4.215,63.6422003342807,54.267,3.2,53.11892319,,
COG,2023,219.46,4.157,63.6626757615625,54.373,3.2,75.55332184,,
COG,2024,221.02,4.109,63.8866111699904,54.349,3.2,,,
COG,2025,,,64.1236534817412,54.344,,,,
COM,2000,66.37,5.227,28.0360512192055,39.883,0.1,47.59479904,24.4251137817351,0.61010883140622
COM,2001,65.07,5.195,27.9902886596605,39.822,0.1,45.34629059,26.1545650647282,0.661116404418854
COM,2002,63.81,5.155,27.9586267103537,39.776,0.1,51.12159729,27.7107884685143,0.712160198917175
COM,2003,62.56,5.115,27.9448864609618,39.63,0.1,63.91786194,29.2480866735385,0.7632416995402
COM,2004,61.31,5.065,27.9596300229124,39.485,0.1,70.61806488,30.7668527595674,0.814358343092686
COM,2005,60.09,5.012,28.016895208368,39.796,0.1,67.80059814,32.2696522597859,0.865473858783923
COM,2006,58.91,4.934,28.1143215973031,40.108,0.1,65.72916412,33.75605986205,0.916568465835901
COM,2007,57.75,4.859,28.2493321448949,40.405,0.1,69.87202454,35.2256531986229,0.967622437049322
COM,2008,56.61,4.805,28.4193498063202,40.724,0.1,73.75498962,36.6778613088967,1.01861963367685
COM,2009,55.49,4.778,28.6217975367563,41.068,0.1,69.4848938,38.1124210259684,1.06953747598162
COM,2010,55.8,4.755,28.8540982913801,41.413,0.1,69.21523285,39.5290364231299,1.12035183093436
COM,2011,37.21,4.722,29.1136750253686,41.741,0.1,81.19863892,40.9270162396415,1.17105135151705
