iso3,year,gdp_pc_constant_2015_usd
BEN,2025,1397.75362076916
BFA,2000,428.309796566198
BFA,2001,442.914122870048
BFA,2002,448.128856317091
BFA,2003,468.263047790124
BFA,2004,474.086412333459
BFA,2005,499.192797571217
BFA,2006,514.113131757062
BFA,2007,519.26101218434
BFA,2008,533.471299938288
BFA,2009,533.470084831931
BFA,2010,561.847221302489
BFA,2011,581.603658737407
BFA,2012,600.731343697818
BFA,2013,616.741331164082
BFA,2014,624.576885187665
BFA,2015,630.124750752312
BFA,2016,648.420480176012
BFA,2017,669.276310328333
BFA,2018,694.492813126351
BFA,2019,717.021595096634
BFA,2020,713.8421779224
BFA,2021,745.472563435144
BFA,2022,740.306319930259
BFA,2023,745.405334618409
BFA,2024,764.082625588818
BFA,2025,786.966437457548
BWA,2000,5062.64289173588
BWA,2001,4971.96371794188
BWA,2002,5175.47655317231
BWA,2003,5320.440295139
BWA,2004,5369.42516766112
BWA,2005,5514.21742664705
BWA,2006,5865.00026521361
BWA,2007,6085.6354476126
BWA,2008,6158.61629368051
BWA,2009,5179.4138607146
BWA,2010,5584.5034321846
BWA,2011,5850.07858575461
BWA,2012,5742.91924452636
BWA,2013,6284.97678002618
BWA,2014,6547.12254115892
BWA,2015,6141.20394726616
BWA,2016,6490.83463593483
BWA,2017,6662.57644805467
BWA,2018,6843.84612027739
BWA,2019,6951.73189051146
BWA,2020,6254.24806241091
BWA,2021,6895.91184943107
BWA,2022,7159.5860618268
BWA,2023,7269.05170664457
BWA,2024,6952.34770386661
BWA,2025,6790.93284822604
CAF,2000,437.168928414826
CAF,2001,446.658634192083
CAF,2002,452.808702217035
CAF,2003,418.240532289858
CAF,2004,433.825227770233
CAF,2005,427.968043155237
CAF,2006,439.294330902768
CAF,2007,450.762785401893
CAF,2008,450.313616886022
CAF,2009,492.215398914836
CAF,2010,519.141456408484
CAF,2011,532.38295493852
CAF,2012,553.729578314912
CAF,2013,349.821171688973
CAF,2014,351.561554911625
CAF,2015,366.322853938121
CAF,2016,376.858254120398
CAF,2017,387.35795131742
CAF,2018,395.020015455909
CAF,2019,401.82582161435
CAF,2020,398.834274122139
CAF,2021,396.020622931961
CAF,2022,398.91539795642
CAF,2023,397.467795750451
CAF,2024,389.938307964229
CAF,2025,393.988309778491
CIV,2000,1717.95385651231
CIV,2001,1636.57318705218
CIV,2002,1551.27925902838
CIV,2003,1441.58801755037
CIV,2004,1451.86547141894
CIV,2005,1431.73320203111
CIV,2006,1437.77453798586
CIV,2007,1420.1738958245
CIV,2008,1454.62731800082
CIV,2009,1473.9183699329
CIV,2010,1540.52927270246
CIV,2011,1426.46463864534
CIV,2012,1503.43433046682
CIV,2013,1632.32712787006
CIV,2014,1742.53693001178
CIV,2015,1814.71855088017
CIV,2016,1889.27777949938
CIV,2017,1972.81431788947
CIV,2018,2013.32307598499
CIV,2019,2093.09994335779
CIV,2020,2055.08483996432
CIV,2021,2146.46047529012
CIV,2022,2227.08197820584
CIV,2023,2315.36434710324
CIV,2024,2395.65916961845
CIV,2025,2490.74922791875
CMR,2000,1151.27689302947
CMR,2001,1169.92670464984
CMR,2002,1189.96707897027
CMR,2003,1221.09446141454
CMR,2004,1271.74326874167
CMR,2005,1264.74345218659
CMR,2006,1277.32990712342
CMR,2007,1295.73067471287
CMR,2008,1295.02211276052
CMR,2009,1290.89961351149
CMR,2010,1290.9013745759
CMR,2011,1297.3064962694
CMR,2012,1319.66961634054
CMR,2013,1347.2130636706
CMR,2014,1381.81938454907
CMR,2015,1415.00009710569
CMR,2016,1435.61830727839
CMR,2017,1444.90682916573
CMR,2018,1461.01969999317
CMR,2019,1470.31785276187
CMR,2020,1434.51913723409
CMR,2021,1443.57600237663
CMR,2022,1458.66180431693
CMR,2023,1468.17837007337
CMR,2024,1480.73097431993
CMR,2025,1489.47119043622
COD,2000,339.52682222416
COD,2001,322.033920026494
COD,2002,321.547848189305
COD,2003,329.709536541877
COD,2004,341.714925752766
COD,2005,351.708486411683
COD,2006,358.454382275579
COD,2007,377.62283005586
COD,2008,393.640517898615
COD,2009,383.726254541217
COD,2010,403.722373878525
COD,2011,389.119308449762
COD,2012,408.966232816288
COD,2013,464.526715460494
COD,2014,481.830241883776
COD,2015,495.826633014883
COD,2016,480.461377880475
COD,2017,482.854682128541
COD,2018,495.312105711027
